symbol,name,nameUpperCase
RNG,"RingCentral, Inc.","RINGCENTRAL, INC."
MGIC,Magic Software Enterprises Ltd.,MAGIC SOFTWARE ENTERPRISES LTD.
MODN,"Model N, Inc.","MODEL N, INC."
SRNA,Surna Inc.,SURNA INC.
SAAX,Nouveau Ventures Inc.,NOUVEAU VENTURES INC.
CVLT,"CommVault Systems, Inc.","COMMVAULT SYSTEMS, INC."
TYPE,Monotype Imaging Holdings Inc.,MONOTYPE IMAGING HOLDINGS INC.
ADVS,"Advent Software, Inc.","ADVENT SOFTWARE, INC."
FLTX,Fleetmatics Group PLC,FLEETMATICS GROUP PLC
SLH,Solera Holdings Inc.,SOLERA HOLDINGS INC.
EOPN,"E2open, Inc.","E2OPEN, INC."
PRGS,Progress Software Corporation,PROGRESS SOFTWARE CORPORATION
EFUT,e-Future Information Technology Inc.,E-FUTURE INFORMATION TECHNOLOGY INC.
CVT,"Cvent, Inc.","CVENT, INC."
PCTY,Paylocity Holding Corporation,PAYLOCITY HOLDING CORPORATION
COVS,Covisint Corporation,COVISINT CORPORATION
CSOD,"Cornerstone OnDemand, Inc.","CORNERSTONE ONDEMAND, INC."
MEDL,"MEDL Mobile Holdings, Inc.","MEDL MOBILE HOLDINGS, INC."
ANSS,"Ansys, Inc.","ANSYS, INC."
AMAP,AutoNavi Holdings Limited,AUTONAVI HOLDINGS LIMITED
LOCK,"LifeLock, Inc.","LIFELOCK, INC."
FNJN,"Finjan Holdings, Inc.","FINJAN HOLDINGS, INC."
BCOV,"Brightcove, Inc.","BRIGHTCOVE, INC."
PRLS,Peerless Systems Corp.,PEERLESS SYSTEMS CORP.
MDRX,"Allscripts Healthcare Solutions, Inc.","ALLSCRIPTS HEALTHCARE SOLUTIONS, INC."
ATEA,Astea International Inc.,ASTEA INTERNATIONAL INC.
SPSC,"SPS Commerce, Inc.","SPS COMMERCE, INC."
VSMR,Verify Smart Corp.,VERIFY SMART CORP.
BV,"Bazaarvoice, Inc.","BAZAARVOICE, INC."
PLUS,ePlus inc.,EPLUS INC.
MDSY,BluePhoenix Solutions Ltd.,BLUEPHOENIX SOLUTIONS LTD.
ISNS,"Image Sensing Systems, Inc.","IMAGE SENSING SYSTEMS, INC."
MKTO,"Marketo, Inc.","MARKETO, INC."
CDNS,Cadence Design Systems Inc.,CADENCE DESIGN SYSTEMS INC.
NSIT,Insight Enterprises Inc.,INSIGHT ENTERPRISES INC.
CNIT,"China Information Technology, Inc.","CHINA INFORMATION TECHNOLOGY, INC."
EGOV,NIC Inc.,NIC INC.
AWRE,"Aware, Inc.","AWARE, INC."
ZIXI,Zix Corporation,ZIX CORPORATION
OTEX,Open Text Corporation,OPEN TEXT CORPORATION
NQ,NQ Mobile Inc.,NQ MOBILE INC.
CPWR,Compuware Corporation,COMPUWARE CORPORATION
FEYE,"FireEye, Inc.","FIREEYE, INC."
TIGR,TigerLogic Corporation,TIGERLOGIC CORPORATION
SAAS,"inContact, Inc.","INCONTACT, INC."
AVG,AVG Technologies N.V.,AVG TECHNOLOGIES N.V.
QLYS,"Qualys, Inc.","QUALYS, INC."
MANH,"Manhattan Associates, Inc.","MANHATTAN ASSOCIATES, INC."
MSTR,MicroStrategy Inc.,MICROSTRATEGY INC.
APPO,"AlphaPoint Technology, Inc.","ALPHAPOINT TECHNOLOGY, INC."
NUAN,"Nuance Communications, Inc.","NUANCE COMMUNICATIONS, INC."
LYRI,"Lyris, Inc.","LYRIS, INC."
AVOI,"Advanced Voice Recognition Systems, Inc.","ADVANCED VOICE RECOGNITION SYSTEMS, INC."
WDDD,Worlds Inc.,WORLDS INC.
PFPT,"Proofpoint, Inc.","PROOFPOINT, INC."
TSYS,TeleCommunication Systems Inc.,TELECOMMUNICATION SYSTEMS INC.
MTLS,Materialise NV,MATERIALISE NV
SEAC,SeaChange International Inc.,SEACHANGE INTERNATIONAL INC.
NTWK,"NetSol Technologies, Inc.","NETSOL TECHNOLOGIES, INC."
RUBI,"the Rubicon Project, Inc.","THE RUBICON PROJECT, INC."
RHT,"Red Hat, Inc.","RED HAT, INC."
MSCI,MSCI Inc.,MSCI INC.
ECOM,ChannelAdvisor Corporation,CHANNELADVISOR CORPORATION
MRIN,Marin Software Incorporated,MARIN SOFTWARE INCORPORATED
CSLT,"Castlight Health, Inc.","CASTLIGHT HEALTH, INC."
LIQD,"Liquid Holdings Group, Inc.","LIQUID HOLDINGS GROUP, INC."
SMSI,Smith Micro Software Inc.,SMITH MICRO SOFTWARE INC.
HUBS,"HubSpot, Inc.","HUBSPOT, INC."
AMBR,"Amber Road, Inc.","AMBER ROAD, INC."
STV,"China Digital TV Holding Co., Ltd.","CHINA DIGITAL TV HOLDING CO., LTD."
KEYW,The KEYW Holding Corporation,THE KEYW HOLDING CORPORATION
TWOU,"2U, Inc.","2U, INC."
OHGI,"One Horizon Group, Inc.","ONE HORIZON GROUP, INC."
RST,"Rosetta Stone, Inc.","ROSETTA STONE, INC."
XNET,Xunlei Limited,XUNLEI LIMITED
EAHC,Explore Anywhere Holding Corp.,EXPLORE ANYWHERE HOLDING CORP.
BSFT,"BroadSoft, Inc.","BROADSOFT, INC."
SPLK,"Splunk, Inc.","SPLUNK, INC."
EPAZ,Epazz Inc.,EPAZZ INC.
IDN,"Intellicheck Mobilisa, Inc.","INTELLICHECK MOBILISA, INC."
VMCI,"iMedicor, Inc.","IMEDICOR, INC."
JNGW,Jingwei International Limited,JINGWEI INTERNATIONAL LIMITED
VCSY,Vertical Computer Systems Inc.,VERTICAL COMPUTER SYSTEMS INC.
ARIS,ARI Network Services Inc.,ARI NETWORK SERVICES INC.
PAR,PAR Technology Corporation,PAR TECHNOLOGY CORPORATION
LXFT,"Luxoft Holding, Inc.","LUXOFT HOLDING, INC."
ADBE,Adobe Systems Inc.,ADOBE SYSTEMS INC.
DAEG,Daegis Inc.,DAEGIS INC.
WDAY,"Workday, Inc.","WORKDAY, INC."
LOGM,"LogMeIn, Inc.","LOGMEIN, INC."
YDLE,"Yodlee, Inc.","YODLEE, INC."
XCLL,XcelMobility Inc.,XCELMOBILITY INC.
INTU,Intuit Inc.,INTUIT INC.
DPSI,"Decisionpoint Systems, Inc.","DECISIONPOINT SYSTEMS, INC."
PAYC,"Paycom Software, Inc.","PAYCOM SOFTWARE, INC."
M6O.F,BOLSAS Y MERCADOS,BOLSAS Y MERCADOS
BK,The Bank of New York Mellon Corporation,THE BANK OF NEW YORK MELLON CORPORATION
JAN.DU,JAPAN ASIA INVT,JAPAN ASIA INVT
4WM.DE,World Markets AG,WORLD MARKETS AG
MCGC,MCG Capital Corporation,MCG CAPITAL CORPORATION
FIG,Fortress Investment Group LLC,FORTRESS INVESTMENT GROUP LLC
IHJ.MU,VZ HOLDING N,VZ HOLDING N
WILLAMAGO.NS,Williamson Magor & Co. Limited,WILLIAMSON MAGOR & CO. LIMITED
M3B.BE,MIC,MIC
WHG,Westwood Holdings Group Inc.,WESTWOOD HOLDINGS GROUP INC.
AWN.AX,Arowana International Limited,AROWANA INTERNATIONAL LIMITED
XEK.MU,FORTRESS INVEST-A,FORTRESS INVEST-A
XYM.TO,Star Portfolio Corp.,STAR PORTFOLIO CORP.
WETF,"WisdomTree Investments, Inc.","WISDOMTREE INVESTMENTS, INC."
L1O.SG,LLOYD FONDS,LLOYD FONDS
AHA.AX,AG Financial Ltd,AG FINANCIAL LTD
ZOF.MU,SBI HOLDINGS,SBI HOLDINGS
KRD.F,KARDAN NV,KARDAN NV
1036.HK,VANKE PPT OVS,VANKE PPT OVS
VRTS,"Virtus Investment Partners, Inc.","VIRTUS INVESTMENT PARTNERS, INC."
ACAS,"American Capital, Ltd.","AMERICAN CAPITAL, LTD."
BRW.L,Brewin Dolphin Holdings plc,BREWIN DOLPHIN HOLDINGS PLC
OSWALAG.BO,Oswal Agro Mills Ltd.,OSWAL AGRO MILLS LTD.
VLR-H.V,Valor Ventures Inc.,VALOR VENTURES INC.
WCM-B.TO,Wilmington Capital Management Inc.,WILMINGTON CAPITAL MANAGEMENT INC.
AQU.AX,Aquaint Capital Holdings Limited,AQUAINT CAPITAL HOLDINGS LIMITED
FII,"Federated Investors, Inc.","FEDERATED INVESTORS, INC."
FNGN,"Financial Engines, Inc.","FINANCIAL ENGINES, INC."
GAE.V,Greenangel Energy Corp.,GREENANGEL ENERGY CORP.
0222.HK,Min Xin Holdings Ltd.,MIN XIN HOLDINGS LTD.
CG,The Carlyle Group LP,THE CARLYLE GROUP LP
MCX.NS,Multi Commodity Exchange of India Limited,MULTI COMMODITY EXCHANGE OF INDIA LIMITED
MC,Moelis & Company,MOELIS & COMPANY
VTLN.F,VONTOBEL HLDG N,VONTOBEL HLDG N
WP.V,Western Pacific Trust Co.,WESTERN PACIFIC TRUST CO.
HDJ0.MU,HENDERSON GROUP,HENDERSON GROUP
AB,AllianceBernstein Holding L.P.,ALLIANCEBERNSTEIN HOLDING L.P.
A50.SI,Rowsley Ltd.,ROWSLEY LTD.
MGP.AX,Managed Accounts Holdings Limited,MANAGED ACCOUNTS HOLDINGS LIMITED
GLJ.DU,GRENKELEASING,GRENKELEASING
QVE.AX,QV Equities Limited,QV EQUITIES LIMITED
MA1.F,MAX21 MGT U. BET,MAX21 MGT U. BET
VOYA,"Voya Financial, Inc.","VOYA FINANCIAL, INC."
0535.HK,Gemdale Properties and Investment Corporation Limited,GEMDALE PROPERTIES AND INVESTMENT CORPORATION LIMITED
ZCT1.SG,ZIMTU CAPITAL,ZIMTU CAPITAL
1140.HK,OP FIN INV,OP FIN INV
CNS,Cohen & Steers Inc.,COHEN & STEERS INC.
PGC.NZ,Pyne Gould Corporation Limited,PYNE GOULD CORPORATION LIMITED
BLK,"BlackRock, Inc.","BLACKROCK, INC."
HNNA,"Hennessy Advisors, Inc.","HENNESSY ADVISORS, INC."
K01.SI,K1 Ventures Limited,K1 VENTURES LIMITED
OAK,"Oaktree Capital Group, LLC","OAKTREE CAPITAL GROUP, LLC"
KKR,KKR & Co. L.P.,KKR & CO. L.P.
M.V,Mosaic Capital Corporation,MOSAIC CAPITAL CORPORATION
0111.HK,Cinda International Holdings Limited,CINDA INTERNATIONAL HOLDINGS LIMITED
IV6B.DU,KINNEVIK INV. -B-,KINNEVIK INV. -B-
GS.TO,"Gluskin Sheff + Associates, Inc.","GLUSKIN SHEFF + ASSOCIATES, INC."
SMCG,Millennium Investment & Acquisition Company Inc,MILLENNIUM INVESTMENT & ACQUISITION COMPANY INC
XEK.SG,FORTRESS INVEST-A,FORTRESS INVEST-A
ASA,ASA Gold and Precious Metals Limited,ASA GOLD AND PRECIOUS METALS LIMITED
XEK.F,FORTRESS INVEST-A,FORTRESS INVEST-A
ARES,"Ares Management, L.P.","ARES MANAGEMENT, L.P."
TCI.V,Target Capital Inc.,TARGET CAPITAL INC.
0026.HK,"China Motor Bus Company, Limited","CHINA MOTOR BUS COMPANY, LIMITED"
XS3A.F,TANFIELD GRP,TANFIELD GRP
0068.HK,Lee Hing Development Limited,LEE HING DEVELOPMENT LIMITED
LAZ,Lazard Ltd.,LAZARD LTD.
INVP.L,Investec plc,INVESTEC PLC
CET,Central Securities Corp.,CENTRAL SECURITIES CORP.
SDR.L,Schroders plc,SCHRODERS PLC
FSZ.TO,Fiera Capital Corporation,FIERA CAPITAL CORPORATION
ZCT1.F,ZIMTU CAPITAL,ZIMTU CAPITAL
8088.HK,CROSBY CAPITAL,CROSBY CAPITAL
HDJ0.F,HENDERSON GROUP,HENDERSON GROUP
IFL.AX,IOOF Holdings Limited,IOOF HOLDINGS LIMITED
1168.HK,Sinolink Worldwide Holdings Ltd.,SINOLINK WORLDWIDE HOLDINGS LTD.
SGE.V,Strategem Capital Corp.,STRATEGEM CAPITAL CORP.
KADVANI.BO,Atlanta Infrastructure and Finance Limited,ATLANTA INFRASTRUCTURE AND FINANCE LIMITED
BX,The Blackstone Group L.P.,THE BLACKSTONE GROUP L.P.
B8A.SG,BAVARIA INDUSTR,BAVARIA INDUSTR
SEIC,SEI Investments Co.,SEI INVESTMENTS CO.
GBL,"GAMCO Investors, Inc.","GAMCO INVESTORS, INC."
0095.HK,LVGEM CHINA,LVGEM CHINA
MBB.DE,MBB Industries AG,MBB INDUSTRIES AG
0433.HK,North Mining Shares Company Limited,NORTH MINING SHARES COMPANY LIMITED
DHIL,Diamond Hill Investment Group Inc.,DIAMOND HILL INVESTMENT GROUP INC.
LAQ.V,La Quinta Resources Corp.,LA QUINTA RESOURCES CORP.
BN9.DU,BANK OF NY MELLON,BANK OF NY MELLON
GCP.L,GCP Infrastructure Investments Ltd.,GCP INFRASTRUCTURE INVESTMENTS LTD.
NFX.V,NexGen Financial Corporation,NEXGEN FINANCIAL CORPORATION
AMG,Affiliated Managers Group Inc.,AFFILIATED MANAGERS GROUP INC.
0191.HK,Lai Sun Garment (International) Limited,LAI SUN GARMENT (INTERNATIONAL) LIMITED
MERR,"Merriman Holdings, Inc.","MERRIMAN HOLDINGS, INC."
STT,State Street Corporation,STATE STREET CORPORATION
NOAH,Noah Holdings Limited,NOAH HOLDINGS LIMITED
ASX.AX,ASX Limited,ASX LIMITED
WCM-A.TO,Wilmington Capital Management Inc.,WILMINGTON CAPITAL MANAGEMENT INC.
INNO,"Innocap, Inc.","INNOCAP, INC."
1383.HK,SUNCENTURY GP,SUNCENTURY GP
TCN.TO,Tricon Capital Group Inc.,TRICON CAPITAL GROUP INC.
DC-PB.TO,Dundee Corporation,DUNDEE CORPORATION
SOFR.PA,Societe Francaise de Gestion et d'Investissement,SOCIETE FRANCAISE DE GESTION ET D'INVESTISSEMENT
RE7.SG,REMGRO,REMGRO
S68.SI,Singapore Exchange Limited,SINGAPORE EXCHANGE LIMITED
AMP,"Ameriprise Financial, Inc.","AMERIPRISE FINANCIAL, INC."
XA6.BE,DIVERSA,DIVERSA
PZN,"Pzena Investment Management, Inc","PZENA INVESTMENT MANAGEMENT, INC"
RCP.L,RIT Capital Partners plc,RIT CAPITAL PARTNERS PLC
ECPG,"Encore Capital Group, Inc.","ENCORE CAPITAL GROUP, INC."
APAM,Artisan Partners Asset Management Inc.,ARTISAN PARTNERS ASSET MANAGEMENT INC.
REXI,"Resource America, Inc.","RESOURCE AMERICA, INC."
OZM,Och-Ziff Capital Management Group LLC,OCH-ZIFF CAPITAL MANAGEMENT GROUP LLC
SOHL,Southern Trust Securities Holding Corporation,SOUTHERN TRUST SECURITIES HOLDING CORPORATION
CSWC,Capital Southwest Corporation,CAPITAL SOUTHWEST CORPORATION
IHJ.BE,VZ HOLDING N,VZ HOLDING N
RILY,"B. Riley Financial, Inc.","B. RILEY FINANCIAL, INC."
PJR.SG,PIPER JAFFRAY,PIPER JAFFRAY
NFD-A.V,Northfield Capital Corp.,NORTHFIELD CAPITAL CORP.
TSL.BO,TSL Industries Limited,TSL INDUSTRIES LIMITED
HRZN,Horizon Technology Finance Corporation,HORIZON TECHNOLOGY FINANCE CORPORATION
NNS.BE,NANOSTART,NANOSTART
GLCH,"Gleacher & Company, Inc","GLEACHER & COMPANY, INC"
FRK.F,FRANKLIN RESOURCES,FRANKLIN RESOURCES
L1O.DE,Lloyd Fonds AG,LLOYD FONDS AG
HDJ0.BE,HENDERSON GROUP,HENDERSON GROUP
0766.HK,SINO PROSPER GP,SINO PROSPER GP
0356.HK,DT CAPITAL,DT CAPITAL
0352.HK,FORTUNE SUN,FORTUNE SUN
VTLN.SG,VONTOBEL HLDG N,VONTOBEL HLDG N
CLIG.L,City of London Investment Group PLC,CITY OF LONDON INVESTMENT GROUP PLC
XA6.MU,DIVERSA,DIVERSA
BACT.L,BACIT Limited,BACIT LIMITED
IV6B.MU,KINNEVIK INV. -B-,KINNEVIK INV. -B-
JAF.BE,JAFCO,JAFCO
MN,"Manning & Napier, Inc.","MANNING & NAPIER, INC."
0156.HK,Lippo China Resources Limited,LIPPO CHINA RESOURCES LIMITED
EV,Eaton Vance Corp.,EATON VANCE CORP.
NNS.SG,NANOSTART,NANOSTART
QB7.DU,QUIRIN BANK,QUIRIN BANK
0733.HK,HOPEFLUENT,HOPEFLUENT
0171.HK,Silver Grant International Industries Limited,SILVER GRANT INTERNATIONAL INDUSTRIES LIMITED
DP.PA,"Institut RÇ¸gional de DÇ¸veloppement de la RÇ¸gion Nord Pas-de-Calais
","INSTITUT RÇ¸GIONAL DE DÇ¸VELOPPEMENT DE LA RÇ¸GION NORD PAS-DE-CALAIS
"
SCIN.L,Scottish Investment Trust Ord,SCOTTISH INVESTMENT TRUST ORD
KSP-UN.TO,Kingsway Linked Return of Capital Trust,KINGSWAY LINKED RETURN OF CAPITAL TRUST
VRNL.PA,Verneuil Participations,VERNEUIL PARTICIPATIONS
SSI.V,Southern Sun Minerals Inc.,SOUTHERN SUN MINERALS INC.
LWDB.L,The Law Debenture Corporation plc,THE LAW DEBENTURE CORPORATION PLC
0258.HK,TOMSON GROUP,TOMSON GROUP
GLJ.DE,GrenkeLeasing AG,GRENKELEASING AG
BN9.SG,BANK OF NY MELLON,BANK OF NY MELLON
0281.HK,Rivera Holdings Ltd.,RIVERA HOLDINGS LTD.
TPOG.L,Third Point Offshore Investors Limited,THIRD POINT OFFSHORE INVESTORS LIMITED
IFIC.DU,EXOR,EXOR
FGF.V,Capital DGMC Inc.,CAPITAL DGMC INC.
XA6.SG,Diversa Limited,DIVERSA LIMITED
ICOR,"InterCore, Inc.","INTERCORE, INC."
LSE.L,London Stock Exchange Group plc,LONDON STOCK EXCHANGE GROUP PLC
IUR.DU,KAP-BETEILIGUNGS,KAP-BETEILIGUNGS
LM,Legg Mason Inc.,LEGG MASON INC.
WSFIN.BO,Wall Street Finance Ltd.,WALL STREET FINANCE LTD.
ZOF.F,SBI HOLDINGS,SBI HOLDINGS
DC-A.TO,Dundee Corporation,DUNDEE CORPORATION
CVG.TO,Clairvest Group Inc.,CLAIRVEST GROUP INC.
4WM.F,WORLD MARKETS,WORLD MARKETS
IVZ,Invesco Ltd.,INVESCO LTD.
YBR.AX,Yellow Brick Road Holdings Limited,YELLOW BRICK ROAD HOLDINGS LIMITED
M41.SI,Macquarie International Infrastructure Fund Limited,MACQUARIE INTERNATIONAL INFRASTRUCTURE FUND LIMITED
IAM.TO,Integrated Asset Management Corp.,INTEGRATED ASSET MANAGEMENT CORP.
TROW,"T. Rowe Price Group, Inc.","T. ROWE PRICE GROUP, INC."
JAF.DU,JAFCO,JAFCO
GIMB.BR,GIMV NV,GIMV NV
ZYA.F,STATE STREET,STATE STREET
CIX.TO,CI Financial Corp,CI FINANCIAL CORP
M3B.F,MIC,MIC
RELCAPITAL.BO,Reliance Capital Limited,RELIANCE CAPITAL LIMITED
FEE1.SG,FEEDBACK,FEEDBACK
RE7.F,REMGRO,REMGRO
0806.HK,VALUE PARTNERS,VALUE PARTNERS
EVR,Evercore Partners Inc.,EVERCORE PARTNERS INC.
RAND,Rand Capital Corporation,RAND CAPITAL CORPORATION
XS3A.SG,TANFIELD GRP,TANFIELD GRP
MLVES.PA,Vestasia Limited,VESTASIA LIMITED
KBCA.BR,KBC Ancora SCA,KBC ANCORA SCA
AGF-B.TO,AGF Management Limited,AGF MANAGEMENT LIMITED
BN9.MU,BANK OF NY MELLON,BANK OF NY MELLON
L1OA.DE,Lloyd Fonds AG,LLOYD FONDS AG
RAF.AX,Raffles Capital Limited,RAFFLES CAPITAL LIMITED
0172.HK,Goldbond Group Holdings Limited,GOLDBOND GROUP HOLDINGS LIMITED
ZYA.SG,STATE STREET,STATE STREET
SIHL.L,Symphony International Holdings Limited,SYMPHONY INTERNATIONAL HOLDINGS LIMITED
CIFC,CIFC Corp.,CIFC CORP.
0169.HK,Wanda Hotel Development Company Limited,WANDA HOTEL DEVELOPMENT COMPANY LIMITED
GROW,"U.S. Global Investors, Inc.","U.S. GLOBAL INVESTORS, INC."
CLMS,Calamos Asset Management Inc.,CALAMOS ASSET MANAGEMENT INC.
URB-A.TO,Urbana Corp.,URBANA CORP.
AFI.AX,Australian Foundation Investment Company Limited,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED
0021.HK,Great China Properties Holdings Limited,GREAT CHINA PROPERTIES HOLDINGS LIMITED
JAN.MU,JAPAN ASIA INVT,JAPAN ASIA INVT
GVHIB,"Global Vision Holdings, Inc.","GLOBAL VISION HOLDINGS, INC."
SFE,"Safeguard Scientifics, Inc.","SAFEGUARD SCIENTIFICS, INC."
XS3A.BE,TANFIELD GRP,TANFIELD GRP
WDR,"Waddell & Reed Financial, Inc.","WADDELL & REED FINANCIAL, INC."
LIO.L,Liontrust Asset Management Plc,LIONTRUST ASSET MANAGEMENT PLC
NTRS,Northern Trust Corporation,NORTHERN TRUST CORPORATION
VBDESAI.BO,V. B. Desai Financial Services Limited,V. B. DESAI FINANCIAL SERVICES LIMITED
BEN,Franklin Resources Inc.,FRANKLIN RESOURCES INC.
JUP.L,Jupiter Fund Management Plc,JUPITER FUND MANAGEMENT PLC
QB7.BE,QUIRIN BANK,QUIRIN BANK
JNS,"Janus Capital Group, Inc.","JANUS CAPITAL GROUP, INC."
HGG.L,Henderson Group plc,HENDERSON GROUP PLC
0480.HK,HKR INT'L,HKR INT'L
0768.HK,UBA INVESTMENTS,UBA INVESTMENTS
FBRC,FBR & Co.,FBR & CO.
0337.HK,GREENLAND HK,GREENLAND HK
AGOU.L,Ashmore Global Opportunities Ltd,ASHMORE GLOBAL OPPORTUNITIES LTD
0318.HK,VONGROUP,VONGROUP
EAL.AX,E&A; Limited,E&A; LIMITED
KBC.AX,KeyBridge Capital Limited,KEYBRIDGE CAPITAL LIMITED
CGF.AX,Challenger Limited,CHALLENGER LIMITED
GPI,Group 1 Automotive Inc.,GROUP 1 AUTOMOTIVE INC.
KMX,CarMax Inc.,CARMAX INC.
1828.HK,Dah Chong Hong Holdings Limited,DAH CHONG HONG HOLDINGS LIMITED
SAH,Sonic Automotive Inc.,SONIC AUTOMOTIVE INC.
XA4.BE,CARMAX,CARMAX
LAS,Lentuo International Inc.,LENTUO INTERNATIONAL INC.
ABG,"Asbury Automotive Group, Inc.","ASBURY AUTOMOTIVE GROUP, INC."
CRMT,America's Car-Mart Inc.,AMERICA'S CAR-MART INC.
0881.HK,ZHONGSHENG HLDG,ZHONGSHENG HLDG
RUSHB,"Rush Enterprises, Inc.","RUSH ENTERPRISES, INC."
PDG.L,Pendragon PLC,PENDRAGON PLC
AN,AutoNation Inc.,AUTONATION INC.
IZO.SG,JD GROUP,JD GROUP
IZO.BE,JD GROUP,JD GROUP
CPRT,"Copart, Inc.","COPART, INC."
AUTCF,AutoChina International Ltd.,AUTOCHINA INTERNATIONAL LTD.
1728.HK,ZHENGTONGAUTO,ZHENGTONGAUTO
ACQ.TO,AutoCanada Inc.,AUTOCANADA INC.
XA4.F,CARMAX,CARMAX
LAD,Lithia Motors Inc.,LITHIA MOTORS INC.
T15.SI,Tan Chong International Ltd.,TAN CHONG INTERNATIONAL LTD.
PAG,"Penske Automotive Group, Inc.","PENSKE AUTOMOTIVE GROUP, INC."
CALI,China Auto Logistic Inc.,CHINA AUTO LOGISTIC INC.
AHE.AX,Automotive Holdings Group Limited,AUTOMOTIVE HOLDINGS GROUP LIMITED
UG.PA,Peugeot S.A.,PEUGEOT S.A.
TOM.SG,TOYOTA MOTOR,TOYOTA MOTOR
TTM,Tata Motors Limited,TATA MOTORS LIMITED
BUS.V,Grande West Transportation Group Inc,GRANDE WEST TRANSPORTATION GROUP INC
TOM.MU,TOYOTA MOTOR,TOYOTA MOTOR
0175.HK,GEELY AUTO,GEELY AUTO
SUK.BE,SUZUKI MOTOR,SUZUKI MOTOR
HDM.MU,HONDA MOTOR,HONDA MOTOR
F,Ford Motor Co.,FORD MOTOR CO.
VOW5.BE,VOLKSWAGEN SP ADR,VOLKSWAGEN SP ADR
YMA.MU,YAMAHA MOTOR,YAMAHA MOTOR
PEU.SG,PEUGEOT,PEUGEOT
HYU.DE,Hyundai Motor Company,HYUNDAI MOTOR COMPANY
GRV.SG,GREAT WALL MOTOR-H-,GREAT WALL MOTOR-H-
HMO.DU,HINO MOTORS,HINO MOTORS
NISA.F,NISSAN MOTOR CO LTD,NISSAN MOTOR CO LTD
ZM7.F,ZENN MOTOR,ZENN MOTOR
PEU.DE,Peugeot S.A.,PEUGEOT S.A.
TOM.DU,TOYOTA MOTOR,TOYOTA MOTOR
GRV.MU,GREAT WALL MOTOR-H-,GREAT WALL MOTOR-H-
TAH.BE,TOYOTA INDUSTRIES,TOYOTA INDUSTRIES
RNL.BE,RENAULT,RENAULT
MMO.F,MITSUBISHI MOTORS,MITSUBISHI MOTORS
VOW4.DE,Volkswagen AG,VOLKSWAGEN AG
K8A.F,KANDI TECHNOLOG,KANDI TECHNOLOG
VOW.DE,Volkswagen AG,VOLKSWAGEN AG
YMA.SG,YAMAHA MOTOR,YAMAHA MOTOR
TYT.L,Toyota Motor Corporation,TOYOTA MOTOR CORPORATION
CYC.SG,JARDINE CYCLE &CARR;,JARDINE CYCLE &CARR;
GM,General Motors Company,GENERAL MOTORS COMPANY
HMO.MU,HINO MOTORS,HINO MOTORS
ISU.DU,ISUZU MOTORS,ISUZU MOTORS
C07.SI,Jardine Cycle & Carriage Limited,JARDINE CYCLE & CARRIAGE LIMITED
KNDI,"Kandi Technolgies Group, Inc.","KANDI TECHNOLGIES GROUP, INC."
ISU.SG,Isuzu Motors Ltd.,ISUZU MOTORS LTD.
ZAAP,ZAP,ZAP
PAH3.DE,Porsche Automobil Holding SE,PORSCHE AUTOMOBIL HOLDING SE
NSU.DU,AUDI,AUDI
RNO.MI,"Renault Soci‚t‚ Anonym
","RENAULT SOCI‚T‚ ANONYM
"
NISA.DU,NISSAN MOTOR CO LTD,NISSAN MOTOR CO LTD
BMW3.DE,Bayerische Motoren Werke Aktiengesellschaft,BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT
NISA.BE,NISSAN MOTOR CO LTD,NISSAN MOTOR CO LTD
DAI.DE,Daimler AG,DAIMLER AG
HMC,"Honda Motor Co., Ltd.","HONDA MOTOR CO., LTD."
BMW.F,BMW,BMW
RNL.DE,"Renault Soci‚t‚ Anonym
","RENAULT SOCI‚T‚ ANONYM
"
RNO.PA,"Renault Soci‚t‚ Anonym
","RENAULT SOCI‚T‚ ANONYM
"
TSLA,"Tesla Motors, Inc.","TESLA MOTORS, INC."
MZA.SG,MAZDA MOTOR CORP,MAZDA MOTOR CORP
BMWA.DE,Bayerische Motoren Werke Aktiengesellschaft,BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT
MARUTI.NS,Maruti Suzuki India Limited,MARUTI SUZUKI INDIA LIMITED
ZNN.V,ZENN Motor Company Inc.,ZENN MOTOR COMPANY INC.
ZM7.DU,ZENN MOTOR,ZENN MOTOR
SORL,"SORL Auto Parts, Inc.","SORL AUTO PARTS, INC."
TAH.F,TOYOTA INDUSTRIES,TOYOTA INDUSTRIES
DMO.MU,DAIHATSU MOTOR,DAIHATSU MOTOR
VOW3.BE,VOLKSWAGEN VZ,VOLKSWAGEN VZ
VOW.BE,VOLKSWAGEN,VOLKSWAGEN
SLNN,"Saleen Automotive, Inc.","SALEEN AUTOMOTIVE, INC."
HDM.SG,HONDA MOTOR,HONDA MOTOR
YMA.BE,YAMAHA MOTOR,YAMAHA MOTOR
ZM7.MU,ZENN MOTOR,ZENN MOTOR
VKW.L,Volkswagen AG,VOLKSWAGEN AG
PAH3.BE,PORSCHE AUTOHLDG VZ,PORSCHE AUTOHLDG VZ
VOW3.DE,Volkswagen AG,VOLKSWAGEN AG
TM,Toyota Motor Corporation,TOYOTA MOTOR CORPORATION
TOM.F,TOYOTA MOTOR,TOYOTA MOTOR
